age,gender,country,education,job_role,code_time_numeric,has_machine_learning_numeric
30-34,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,4,0
18-21,Male,China,Bachelor’s degree,Student,2,1
35-39,Male,Japan,Master’s degree,Data Scientist,0,0
22-24,Male,India,Bachelor’s degree,Software Engineer,0,0
40-44,Male,India,Bachelor’s degree,Data Scientist,3,0
25-29,Male,India,Doctoral degree,Data Scientist,0,0
35-39,Male,United States of America,Master’s degree,Product/Project Manager,0,0
25-29,Prefer not to say,China,Master’s degree,Data Engineer,0,0
25-29,Male,India,Bachelor’s degree,Data Scientist,2,1
30-34,Male,Mexico,Master’s degree,Data Analyst,2,1
22-24,Male,India,Master’s degree,Software Engineer,2,0
35-39,Male,Taiwan,Master’s degree,Data Engineer,0,1
50-54,Male,Hong Kong (S.A.R.),Doctoral degree,Other,0,0
25-29,Male,Taiwan,Bachelor’s degree,Student,0,1
55-59,Male,Brazil,Bachelor’s degree,Business Analyst,4,0
30-34,Male,China,Master’s degree,Student,4,1
30-34,Male,China,No formal education past high school,Software Engineer,0,0
55-59,Female,Canada,Bachelor’s degree,Data Analyst,2,1
25-29,Male,United States of America,Bachelor’s degree,Student,0,1
25-29,Male,United States of America,Master’s degree,Data Analyst,2,1
25-29,Female,China,Bachelor’s degree,Software Engineer,2,0
22-24,Male,Other,Master’s degree,Other,0,0
25-29,Male,China,Master’s degree,Student,0,1
40-44,Female,India,Master’s degree,Research Scientist,0,1
22-24,Male,Other,Bachelor’s degree,Student,1,1
25-29,Male,China,Master’s degree,Student,0,1
22-24,Male,India,Bachelor’s degree,Data Scientist,2,1
55-59,Male,Australia,Doctoral degree,Research Scientist,0,1
22-24,Male,Brazil,Master’s degree,Data Scientist,3,1
18-21,Female,India,Bachelor’s degree,Student,1,1
35-39,Male,United States of America,Master’s degree,Data Analyst,3,1
30-34,Male,United States of America,Master’s degree,Research Scientist,4,0
25-29,Female,Japan,Bachelor’s degree,Software Engineer,0,1
25-29,Male,Italy,Master’s degree,Research Scientist,3,1
45-49,Male,Australia,Some college/university study without earning a bachelor’s degree,Other,0,0
40-44,Female,Indonesia,Master’s degree,Data Engineer,0,1
22-24,Male,Thailand,Bachelor’s degree,Data Scientist,2,1
18-21,Female,India,Bachelor’s degree,Student,1,1
22-24,Male,South Korea,Master’s degree,Student,2,1
30-34,Male,Australia,Bachelor’s degree,Product/Project Manager,3,0
22-24,Male,India,Master’s degree,Not employed,1,1
30-34,Prefer not to say,China,Master’s degree,Other,0,1
25-29,Female,India,Bachelor’s degree,DBA/Database Engineer,0,1
22-24,Male,India,Master’s degree,Software Engineer,0,1
30-34,Male,Japan,Doctoral degree,Research Scientist,0,1
22-24,Male,Egypt,Bachelor’s degree,Student,1,1
30-34,Male,United States of America,Bachelor’s degree,Student,0,1
22-24,Male,United States of America,Master’s degree,Business Analyst,2,0
25-29,Male,India,Master’s degree,Data Analyst,0,1
22-24,Male,India,Master’s degree,Data Scientist,0,1
30-34,Male,Australia,Bachelor’s degree,Data Scientist,4,1
18-21,Male,India,Bachelor’s degree,Data Analyst,0,1
30-34,Male,Japan,Master’s degree,Research Scientist,5,1
35-39,Male,Singapore,Professional degree,Data Analyst,1,0
18-21,Male,India,Bachelor’s degree,Student,3,1
22-24,Male,China,Master’s degree,Student,3,1
25-29,Female,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,2,1
30-34,Male,India,Doctoral degree,Student,3,1
22-24,Male,United States of America,Master’s degree,Data Analyst,0,1
25-29,Male,Mexico,Master’s degree,Student,1,1
25-29,Male,India,Bachelor’s degree,Business Analyst,0,1
25-29,Female,India,Doctoral degree,Business Analyst,2,1
25-29,Male,Japan,No formal education past high school,Software Engineer,1,0
22-24,Prefer not to say,India,Bachelor’s degree,Student,1,1
55-59,Male,Japan,,,0,1
22-24,Male,India,Master’s degree,Software Engineer,2,0
22-24,Male,China,Bachelor’s degree,Software Engineer,0,0
25-29,Male,India,Bachelor’s degree,Software Engineer,0,0
22-24,Female,India,Master’s degree,Software Engineer,0,1
22-24,Male,India,Bachelor’s degree,Data Scientist,1,1
25-29,Male,China,Doctoral degree,Student,2,1
25-29,Male,China,Doctoral degree,Student,2,1
18-21,Male,India,Bachelor’s degree,Student,1,1
18-21,Male,United States of America,Some college/university study without earning a bachelor’s degree,Student,1,1
40-44,Male,India,Doctoral degree,Research Scientist,0,0
35-39,Female,India,Master’s degree,Software Engineer,2,0
22-24,Male,India,I prefer not to answer,Not employed,1,1
18-21,Male,India,Bachelor’s degree,Data Scientist,1,1
30-34,Male,China,I prefer not to answer,,0,1
30-34,Male,China,Doctoral degree,Student,2,1
25-29,Male,Bangladesh,Master’s degree,Software Engineer,4,0
25-29,Female,Brazil,Master’s degree,Data Analyst,2,0
35-39,Female,United States of America,Master’s degree,Data Analyst,0,1
25-29,Male,India,Master’s degree,Data Analyst,1,1
18-21,Male,Nigeria,Bachelor’s degree,Student,1,1
30-34,Male,Germany,No formal education past high school,Not employed,1,1
50-54,Male,Spain,Bachelor’s degree,Data Engineer,0,1
25-29,Female,Egypt,Bachelor’s degree,Data Scientist,2,1
25-29,Male,India,Master’s degree,Data Analyst,0,0
22-24,Female,Indonesia,Bachelor’s degree,Data Analyst,0,1
18-21,Male,India,Bachelor’s degree,Student,2,1
22-24,Male,India,Bachelor’s degree,Software Engineer,0,0
45-49,Male,Germany,Doctoral degree,Data Scientist,3,0
35-39,Male,India,Master’s degree,Software Engineer,0,1
25-29,Male,India,Bachelor’s degree,Software Engineer,1,0
40-44,Male,United States of America,Doctoral degree,Research Scientist,6,1
18-21,Male,India,Master’s degree,Student,0,1
22-24,Male,Indonesia,Master’s degree,Data Engineer,3,0
40-44,Male,Germany,Some college/university study without earning a bachelor’s degree,Data Scientist,3,1
18-21,Female,India,Bachelor’s degree,Student,3,1
40-44,Female,India,Professional degree,Software Engineer,0,1
22-24,Male,India,Bachelor’s degree,Data Scientist,2,0
35-39,Male,Other,Master’s degree,Software Engineer,1,0
30-34,Male,India,Master’s degree,Software Engineer,0,1
40-44,Female,India,Master’s degree,Student,2,1
45-49,Female,Other,Doctoral degree,Software Engineer,0,0
22-24,Male,China,Master’s degree,Student,1,1
22-24,Male,Egypt,Master’s degree,Data Analyst,0,1
22-24,Male,India,Master’s degree,Data Analyst,1,0
18-21,Male,India,Bachelor’s degree,Student,1,1
22-24,Female,India,Master’s degree,Other,3,0
18-21,Male,India,Bachelor’s degree,Student,0,1
35-39,Male,Japan,Master’s degree,Data Scientist,3,1
40-44,Male,Belgium,Bachelor’s degree,Data Analyst,3,0
22-24,Male,India,Master’s degree,Student,0,1
40-44,Female,Malaysia,Doctoral degree,Data Analyst,2,0
35-39,Male,Other,Master’s degree,,0,1
30-34,Male,India,Doctoral degree,Research Scientist,1,1
25-29,Female,South Korea,Some college/university study without earning a bachelor’s degree,,0,1
30-34,Male,Chile,Bachelor’s degree,Data Analyst,4,0
50-54,Male,India,Professional degree,Data Analyst,0,0
22-24,Male,Australia,Master’s degree,Student,2,1
22-24,Male,Japan,Master’s degree,Statistician,2,0
50-54,Male,Other,Doctoral degree,Research Scientist,4,0
22-24,Female,Taiwan,Master’s degree,Student,2,1
30-34,Male,India,Master’s degree,Data Engineer,0,0
40-44,Male,Switzerland,Master’s degree,Data Scientist,0,1
30-34,Female,India,Bachelor’s degree,Data Analyst,2,0
22-24,Male,India,Master’s degree,Other,0,0
35-39,Male,United States of America,Doctoral degree,Data Analyst,0,0
30-34,Male,India,Master’s degree,Data Scientist,3,1
25-29,Female,Australia,Bachelor’s degree,Data Scientist,2,1
18-21,Female,India,Bachelor’s degree,Student,0,1
30-34,Male,India,Master’s degree,Business Analyst,1,1
30-34,Male,Russia,I prefer not to answer,,0,1
22-24,Male,India,Master’s degree,Student,2,1
30-34,Female,Other,Doctoral degree,Other,0,0
30-34,Female,Republic of Korea,Master’s degree,Data Scientist,1,1
40-44,Female,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,3,1
25-29,Male,India,Bachelor’s degree,Data Scientist,3,1
45-49,Female,India,Doctoral degree,Other,0,0
30-34,Male,Japan,,,0,1
35-39,Female,Israel,Bachelor’s degree,Software Engineer,4,0
25-29,Male,Taiwan,Master’s degree,Data Scientist,3,1
35-39,Female,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,2,1
45-49,Female,India,Bachelor’s degree,Product/Project Manager,1,1
22-24,Male,Japan,Master’s degree,Student,1,1
35-39,Male,Nigeria,Master’s degree,Data Analyst,3,0
18-21,Male,United States of America,Bachelor’s degree,Research Scientist,3,1
35-39,Male,Spain,Doctoral degree,Data Scientist,4,1
30-34,Male,India,Master’s degree,Research Scientist,1,1
35-39,Prefer not to say,United States of America,Doctoral degree,Software Engineer,0,0
25-29,Male,Nigeria,Master’s degree,Software Engineer,0,0
18-21,Male,Pakistan,Bachelor’s degree,Student,1,1
45-49,Male,Ukraine,Bachelor’s degree,Product/Project Manager,0,0
30-34,Male,India,Professional degree,Other,0,0
50-54,Male,Colombia,Master’s degree,Research Scientist,3,0
30-34,Male,India,Bachelor’s degree,Software Engineer,3,1
22-24,Female,India,Professional degree,Data Analyst,1,0
30-34,Male,South Korea,Professional degree,Data Scientist,3,1
35-39,Male,Hungary,Master’s degree,Data Scientist,0,1
22-24,Female,Kenya,Master’s degree,Student,1,1
30-34,Male,India,Professional degree,Other,2,0
25-29,Male,Japan,Bachelor’s degree,Statistician,1,0
25-29,Male,Germany,Master’s degree,Research Scientist,0,0
22-24,Male,Bangladesh,Bachelor’s degree,Software Engineer,3,1
22-24,Female,"Iran, Islamic Republic of...",Bachelor’s degree,Student,2,1
25-29,Male,India,Master’s degree,Other,0,0
40-44,Male,Netherlands,No formal education past high school,Other,6,0
30-34,Male,India,Bachelor’s degree,Software Engineer,4,1
22-24,Male,India,Bachelor’s degree,Not employed,1,1
40-44,Male,Other,Professional degree,Product/Project Manager,0,1
35-39,Male,Saudi Arabia,Bachelor’s degree,Software Engineer,1,0
22-24,Female,Pakistan,Doctoral degree,Student,3,1
25-29,Male,Other,Bachelor’s degree,Student,0,1
18-21,Female,India,I prefer not to answer,Student,1,1
25-29,Male,South Africa,Bachelor’s degree,Not employed,0,1
25-29,Male,China,Bachelor’s degree,Data Analyst,0,0
30-34,Male,Japan,Some college/university study without earning a bachelor’s degree,Other,1,0
22-24,Female,Australia,Master’s degree,Data Analyst,3,0
25-29,Male,Japan,Bachelor’s degree,Other,1,1
45-49,Male,Turkey,Doctoral degree,Research Scientist,0,1
40-44,Male,India,Professional degree,Software Engineer,0,1
18-21,Male,United States of America,Master’s degree,Student,3,1
30-34,Female,Russia,Professional degree,Other,0,0
30-34,Male,India,Doctoral degree,Research Scientist,2,0
25-29,Male,Taiwan,Master’s degree,Data Analyst,0,1
22-24,Male,Germany,Bachelor’s degree,Data Analyst,0,1
25-29,Male,Hungary,Master’s degree,Data Scientist,0,1
22-24,Male,Nigeria,Master’s degree,Data Analyst,1,0
18-21,Male,Japan,Bachelor’s degree,Student,0,1
22-24,Male,India,Bachelor’s degree,DBA/Database Engineer,0,0
45-49,Male,Ukraine,Master’s degree,Software Engineer,0,0
35-39,Male,China,Master’s degree,Data Engineer,0,1
18-21,Male,Pakistan,Bachelor’s degree,Student,1,1
25-29,Male,Japan,Master’s degree,Other,2,0
25-29,Female,India,Master’s degree,Business Analyst,3,0
22-24,Male,India,Master’s degree,Data Scientist,0,1
30-34,Male,Australia,Master’s degree,Business Analyst,0,1
22-24,Male,Bangladesh,Bachelor’s degree,Student,1,1
40-44,Male,Other,Master’s degree,Product/Project Manager,2,1
25-29,Male,Pakistan,Bachelor’s degree,Data Scientist,2,1
25-29,Female,Singapore,Master’s degree,Software Engineer,0,1
22-24,Male,Other,Bachelor’s degree,Student,1,1
35-39,Male,United States of America,Doctoral degree,Software Engineer,0,1
30-34,Male,Other,Some college/university study without earning a bachelor’s degree,Not employed,2,1
35-39,Male,China,Bachelor’s degree,Software Engineer,5,1
40-44,Male,India,Bachelor’s degree,Data Scientist,3,1
18-21,Male,United States of America,Bachelor’s degree,Software Engineer,0,1
25-29,Female,Switzerland,Doctoral degree,Student,0,1
25-29,Male,India,Master’s degree,Data Scientist,3,1
18-21,Male,Viet Nam,Bachelor’s degree,Data Scientist,1,1
30-34,Male,Poland,Master’s degree,Other,2,1
18-21,Male,India,Bachelor’s degree,Student,0,1
35-39,Male,Hungary,Master’s degree,Software Engineer,0,0
25-29,Female,Netherlands,Doctoral degree,Research Scientist,0,0
25-29,Male,Japan,Bachelor’s degree,Data Scientist,2,1
18-21,Male,India,Master’s degree,Student,0,1
30-34,Female,Algeria,Doctoral degree,Software Engineer,0,0
25-29,Male,China,Bachelor’s degree,Other,3,1
25-29,Female,India,I prefer not to answer,Student,1,1
18-21,Female,Other,Bachelor’s degree,Student,0,1
22-24,Male,Viet Nam,Some college/university study without earning a bachelor’s degree,Software Engineer,0,1
30-34,Male,South Korea,Master’s degree,Software Engineer,0,1
22-24,Female,China,Master’s degree,Product/Project Manager,2,0
22-24,Male,China,Professional degree,Data Scientist,0,0
30-34,Male,New Zealand,Master’s degree,Software Engineer,1,0
35-39,Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,4,1
30-34,Male,India,Master’s degree,Other,1,1
40-44,Male,Spain,Master’s degree,Data Scientist,2,1
40-44,Male,Netherlands,Master’s degree,Software Engineer,1,0
30-34,Male,Israel,Master’s degree,Data Scientist,4,1
25-29,Male,India,Bachelor’s degree,Data Analyst,0,1
22-24,Male,United States of America,Master’s degree,Student,2,1
25-29,Male,Spain,I prefer not to answer,Data Scientist,0,1
40-44,Male,Russia,Professional degree,Research Scientist,0,0
25-29,Male,Nigeria,Master’s degree,Data Scientist,3,1
22-24,Male,Ukraine,Some college/university study without earning a bachelor’s degree,Software Engineer,2,0
22-24,Female,China,Some college/university study without earning a bachelor’s degree,Student,3,1
25-29,Female,China,Master’s degree,Software Engineer,0,0
25-29,Male,Netherlands,Master’s degree,Data Scientist,4,1
25-29,Male,Algeria,Doctoral degree,Research Scientist,0,0
22-24,Male,India,Bachelor’s degree,Data Scientist,2,1
40-44,Female,India,Doctoral degree,Student,1,1
22-24,Male,India,Bachelor’s degree,Not employed,3,1
25-29,Male,China,Bachelor’s degree,Not employed,2,1
35-39,Male,Denmark,Doctoral degree,Data Scientist,4,1
25-29,Female,France,Master’s degree,Data Scientist,0,1
22-24,Male,India,Bachelor’s degree,Data Scientist,2,1
22-24,Male,India,Doctoral degree,Software Engineer,1,0
25-29,Male,France,Doctoral degree,Data Scientist,2,0
22-24,Male,China,,,0,1
25-29,Male,India,Bachelor’s degree,Business Analyst,4,1
22-24,Female,India,Bachelor’s degree,Data Analyst,3,1
30-34,Male,Other,Doctoral degree,Data Scientist,0,0
22-24,Male,Taiwan,Master’s degree,Student,0,1
25-29,Female,India,Master’s degree,Data Analyst,2,0
18-21,Male,India,Some college/university study without earning a bachelor’s degree,Student,1,1
25-29,Male,Italy,Bachelor’s degree,Software Engineer,2,0
18-21,Male,Other,Master’s degree,Student,0,1
25-29,Female,Germany,Master’s degree,Data Scientist,2,1
22-24,Male,India,Bachelor’s degree,Data Analyst,3,1
25-29,Male,Other,Bachelor’s degree,Other,1,0
30-34,Male,India,Master’s degree,Data Scientist,5,1
50-54,Male,Taiwan,Bachelor’s degree,Research Scientist,6,0
22-24,Male,Russia,No formal education past high school,Student,1,1
22-24,Male,Spain,Master’s degree,Data Scientist,2,0
25-29,Male,Other,Bachelor’s degree,Data Scientist,0,1
45-49,Male,Morocco,Doctoral degree,Data Scientist,0,1
45-49,Male,Nigeria,Doctoral degree,Student,1,1
25-29,Male,Turkey,Doctoral degree,Research Scientist,3,0
30-34,Male,India,Bachelor’s degree,Software Engineer,3,1
45-49,Male,Austria,Master’s degree,Software Engineer,4,1
22-24,Male,France,Master’s degree,Data Scientist,3,1
25-29,Prefer not to say,Australia,Master’s degree,Student,2,1
30-34,Male,Japan,Some college/university study without earning a bachelor’s degree,Data Scientist,2,1
40-44,Male,France,Master’s degree,Other,5,1
22-24,Female,Tunisia,Professional degree,Software Engineer,0,0
25-29,Male,Viet Nam,I prefer not to answer,Software Engineer,1,0
25-29,Female,Japan,Professional degree,Research Scientist,0,1
25-29,Male,Egypt,I prefer not to answer,Other,0,0
